Time (s),Pressure (PSI),Temperature (°C),Flow Rate (L/min),Valve State,Alert Status
3345,56.05472407218164,26.08626558881144,13.919916713666103,HOLD,NORMAL
3350,44.10290617496438,30.4600359822102,9.658136381777814,HOLD,NORMAL
3355,41.83688670651848,26.269727881781588,12.371886633660926,CLOSE,LOW PRESSURE
3360,28.554695244021488,26.872463413552957,7.671272657344542,CLOSE,LOW PRESSURE
3365,34.81611798980832,26.50511507297096,10.093576560441935,CLOSE,LOW PRESSURE
3370,70.10863869604894,28.901154617922547,16.511343123985945,OPEN,HIGH PRESSURE
3375,69.54728864887493,28.39777390288358,13.428956795187755,OPEN,HIGH PRESSURE
3380,61.23432059411469,29.751476448057154,14.55008311287207,OPEN,HIGH PRESSURE
3385,34.036841331695996,26.914046647254555,6.387503010008232,CLOSE,LOW PRESSURE
3390,37.37191433503628,25.119331030962574,5.724018296696524,CLOSE,LOW PRESSURE
3395,40.9291139871258,26.165843478402294,9.901250877623578,HOLD,NORMAL
3400,34.66215159709193,29.334089064503463,10.693342805507173,CLOSE,LOW PRESSURE
3405,60.58468474145069,30.42547302112813,16.111259954385442,OPEN,HIGH PRESSURE
3410,33.25766023053785,25.27677091246668,7.350022905237135,CLOSE,LOW PRESSURE
3415,36.849450608558335,25.552375710735593,6.478746997508643,CLOSE,LOW PRESSURE
3420,63.40696533123161,28.387993398405133,13.513778518558015,OPEN,HIGH PRESSURE
3425,67.272648287667,30.642751899865495,12.047509359407705,OPEN,HIGH PRESSURE
3430,47.32566039653142,28.113830919007754,15.008263195902328,HOLD,NORMAL
3435,52.420866613896266,29.421902805178448,11.503552859945666,HOLD,NORMAL
3440,69.9566065058161,31.50468216388549,11.617955051931709,OPEN,HIGH PRESSURE
3445,66.96532451629103,29.633051637205575,17.58354027685633,OPEN,HIGH PRESSURE
3450,55.15152464174488,28.374615285393578,10.814230486694749,HOLD,NORMAL
3455,46.542412247357056,26.776666801321426,9.234051020287003,HOLD,NORMAL
3460,37.19835517783716,25.665874327487536,6.460703176149048,CLOSE,LOW PRESSURE
3465,70.00572445225923,28.420440778391978,9.883082302026565,OPEN,HIGH PRESSURE
3470,35.44233167641,25.744070254900194,10.094526405234479,CLOSE,LOW PRESSURE
3475,63.29742651496652,30.32057600095212,13.427790164209933,OPEN,HIGH PRESSURE
3480,56.393065079133116,25.52084415537566,9.05964105365327,HOLD,NORMAL
3485,56.724414756768915,25.62174901764861,11.152355432709639,HOLD,NORMAL
3490,30.77559905340084,27.981150082662175,7.948651111600745,CLOSE,LOW PRESSURE
3495,65.89351225386294,28.77184237415378,12.369103884470947,OPEN,HIGH PRESSURE
3500,45.244296362426994,24.319319342667768,9.924162582522992,HOLD,NORMAL
3505,57.15290464426289,29.96368916849102,12.519292423094784,HOLD,NORMAL
3510,39.04403676205578,24.648006932877433,10.936344907165932,CLOSE,LOW PRESSURE
3515,65.53926697012682,30.365259602431827,14.46924071956273,OPEN,HIGH PRESSURE
3520,44.50427570868159,31.000490137202714,15.115914335984701,HOLD,NORMAL
3525,54.18686123848799,28.193566551996636,11.735075869425263,HOLD,NORMAL
3530,67.44424440467972,27.460807851530486,13.250117911012849,OPEN,HIGH PRESSURE
3535,56.364925113558,27.958980324835018,13.510971326544922,HOLD,NORMAL
3540,39.1880294073296,30.09761178181643,11.621721089926664,HOLD,NORMAL
3545,38.34931598957703,24.568699386980853,8.720744721392727,CLOSE,LOW PRESSURE
3550,38.42642778165033,24.56332639091392,10.808315281795208,CLOSE,LOW PRESSURE
3555,65.75883184380574,26.782339199331137,11.094508644507453,OPEN,HIGH PRESSURE
3560,45.055795029561224,28.035775899187964,10.602553486637012,HOLD,NORMAL
3565,53.82371808052959,28.633857486159837,9.50194156628373,HOLD,NORMAL
3570,63.74989970284695,31.388461573512174,14.007745082621168,OPEN,HIGH PRESSURE
3575,69.20675417286998,29.891964862279682,15.712673921128276,OPEN,HIGH PRESSURE
3580,32.25763458900114,24.34731732225067,8.963471568525051,CLOSE,LOW PRESSURE
3585,65.26644232296591,29.088756134041923,14.13953321136541,OPEN,HIGH PRESSURE
3590,49.26187475931501,27.456157261026345,7.663814472168481,HOLD,NORMAL
3595,39.434911447715606,26.068689445846417,10.430459531181723,CLOSE,LOW PRESSURE
3600,37.26354669376463,27.293320962780758,9.690338746333905,CLOSE,LOW PRESSURE
3605,47.56038254011945,28.4295826028535,10.48460834811104,HOLD,NORMAL
3610,64.44818562220271,28.007981251782503,16.374333545216803,OPEN,HIGH PRESSURE
3615,40.281521395185024,25.513765328444133,13.015086048253195,CLOSE,LOW PRESSURE
3620,35.76485671630642,27.47117971862386,10.811934559878985,CLOSE,LOW PRESSURE
3625,57.08799031211762,28.948510752105676,14.344263425464698,HOLD,NORMAL
3630,70.20154769924991,29.91985995897487,12.79407892376914,OPEN,HIGH PRESSURE
3635,38.012504231155305,26.18384899457368,11.501390187202897,CLOSE,LOW PRESSURE
3640,68.33133869567826,26.676022587384505,12.690716713885267,OPEN,HIGH PRESSURE
3645,50.3599907490006,27.993301635269457,10.958273047040697,HOLD,NORMAL
3650,44.318660677237865,29.083832902914672,9.485499448207843,HOLD,NORMAL
3655,60.871991694870815,30.456657811805428,17.607377210556297,OPEN,HIGH PRESSURE
3660,41.12343885763001,26.680733459109582,11.75536083315959,HOLD,NORMAL
3665,68.93736865000949,29.52318951703834,11.223527248001362,OPEN,HIGH PRESSURE
3670,48.72448233190698,26.809059800859835,12.980097914560575,HOLD,NORMAL
3675,55.68130489393011,27.305100556316887,13.673062230937703,HOLD,NORMAL
3680,70.14542103790221,33.46861765755606,14.055358410024727,OPEN,HIGH PRESSURE
3685,66.92575084648786,29.737716339124553,12.682004092900655,OPEN,HIGH PRESSURE
3690,29.856724016300543,28.41244468388639,11.553998848479694,CLOSE,LOW PRESSURE
3695,63.216498201123265,30.815260957614818,12.329819135435784,OPEN,HIGH PRESSURE
3700,31.13487413597405,27.34628442500125,9.135245054213062,CLOSE,LOW PRESSURE
3705,62.951033468429145,29.60383973027962,12.914149320627685,OPEN,HIGH PRESSURE
3710,64.8632308755705,28.696078609506284,14.697472055815622,OPEN,HIGH PRESSURE
3715,54.83772880542668,26.4653659265533,14.714449519939787,HOLD,NORMAL
3720,58.71142351810435,30.788802825305602,13.080553768763483,HOLD,NORMAL
3725,42.88763695908565,30.516882748567348,11.058836296565106,HOLD,NORMAL
3730,67.13247715304304,29.123175061304433,16.41878368929213,OPEN,HIGH PRESSURE
3735,32.79228536758295,27.43345745150598,10.94738033647754,CLOSE,LOW PRESSURE
3740,54.04403757307539,29.213507755089893,17.119244779467632,HOLD,NORMAL
3745,62.8373448678339,29.7657617214749,14.835017410788682,OPEN,HIGH PRESSURE
3750,66.0979796778824,31.089978693909543,14.82627145160715,OPEN,HIGH PRESSURE
3755,67.73857472751675,30.14693463313761,15.239120998386419,OPEN,HIGH PRESSURE
3760,39.81687159569195,26.314293221553804,7.941210631819503,CLOSE,LOW PRESSURE
3765,43.68816632540877,28.251797712601167,11.602622943607546,HOLD,NORMAL
3770,55.02539138711802,27.7676510163167,8.831919291728116,HOLD,NORMAL
3775,67.80766606823606,30.813076153725394,14.745762242175159,OPEN,HIGH PRESSURE
3780,59.42767534331989,28.91350024613762,13.565930747416038,OPEN,HIGH PRESSURE
3785,34.30355587986451,24.447158407612417,9.178863227469359,CLOSE,LOW PRESSURE
3790,44.828328847169054,29.69949177151218,12.511516356534637,HOLD,NORMAL
3795,53.70683188109594,29.4407619130469,13.96469683998636,HOLD,NORMAL
3800,47.14375581726186,27.549076084602074,12.376777507875437,HOLD,NORMAL
3805,50.38427756211911,28.164749149633938,12.17945634667796,HOLD,NORMAL
3810,45.46948328057077,26.740965395443823,11.454772163825064,HOLD,NORMAL
3815,46.748860899484626,27.2117842526296,10.853750263127484,HOLD,NORMAL
3820,61.258706457538565,28.293869994217573,16.237406149426416,OPEN,HIGH PRESSURE
3825,42.29221993608433,27.13333781060093,9.931397033743204,HOLD,NORMAL
3830,38.603863344414435,29.112709538573725,10.797211436329176,CLOSE,LOW PRESSURE
3835,66.7862703542265,28.568414803624975,10.287210131401643,OPEN,HIGH PRESSURE
3840,61.96140011197005,30.692237224070585,15.98389046239268,OPEN,HIGH PRESSURE
3845,35.0185289556786,26.962164748594727,10.769908649690345,CLOSE,LOW PRESSURE
3850,34.022592917825264,27.411596432973443,8.411984451518581,CLOSE,LOW PRESSURE
3855,38.38685707809701,28.69018470295841,7.852159261992,CLOSE,LOW PRESSURE
3860,35.11211109274661,25.1578512086987,9.30446800326458,CLOSE,LOW PRESSURE
3865,32.904796600671105,25.552394599698065,6.261742553762523,CLOSE,LOW PRESSURE
3870,57.81136487822427,25.532925681766855,14.264950981888793,HOLD,NORMAL
3875,61.54553339107447,27.77997555623554,9.06792295567326,OPEN,HIGH PRESSURE
3880,68.41727005717459,28.543640441853192,15.098024338202563,OPEN,HIGH PRESSURE
3885,41.72062053641352,28.161703188919024,11.290895896944361,HOLD,NORMAL
3890,35.83874296502168,28.011376153105722,12.137362150352164,CLOSE,LOW PRESSURE
3895,57.24193662286537,31.34033069325884,11.223100326891247,HOLD,NORMAL
3900,36.25084864877674,25.276525539089224,10.282370473916394,CLOSE,LOW PRESSURE
3905,49.579816465552504,26.963863516074298,10.002530617570761,HOLD,NORMAL
3910,67.31818765563979,30.2140980163945,13.063407203878022,OPEN,HIGH PRESSURE
3915,54.495195853464345,27.677402656535403,13.759106789140606,HOLD,NORMAL
3920,29.69593799821678,25.38657284121522,12.02875417563095,CLOSE,LOW PRESSURE
3925,39.88133414084891,25.60996712310147,9.5862171754456,CLOSE,LOW PRESSURE
3930,36.65471126574328,23.321194054654207,10.030224344609914,CLOSE,LOW PRESSURE
3935,36.49959099059445,23.893585155592717,12.974627145047576,CLOSE,LOW PRESSURE
3940,63.86810047954353,31.346106545605036,12.102082286743338,OPEN,HIGH PRESSURE
3945,62.650062528339,31.215918972845806,14.717540506073801,OPEN,HIGH PRESSURE
3950,27.347018712437492,29.467461082410814,13.006249706043901,CLOSE,LOW PRESSURE
3955,31.174887606591724,25.218522225266987,9.843705085497685,CLOSE,LOW PRESSURE
3960,34.946236327808045,23.12779124896586,9.180927154828353,CLOSE,LOW PRESSURE
3965,46.93930158542649,31.32842665431245,10.68781851164188,HOLD,NORMAL
3970,60.73906019931834,28.507696268399428,16.382716178048288,OPEN,HIGH PRESSURE
3975,58.10623083178208,27.68874024517388,13.13514272788723,OPEN,HIGH PRESSURE
3980,54.04029689363102,26.90080443231563,14.799332110080126,HOLD,NORMAL
3985,33.537102157988386,26.756359095036714,10.046527546704707,CLOSE,LOW PRESSURE
3990,49.29178751754162,26.490180404355357,13.070453229356856,HOLD,NORMAL
3995,61.711156144565436,28.161449496126608,14.614954134704506,OPEN,HIGH PRESSURE
4000,36.30095965744075,28.035083402323767,12.226351477564453,CLOSE,LOW PRESSURE
4005,28.254690864771998,25.18767982829554,7.656428426694144,CLOSE,LOW PRESSURE
4010,61.82481993378213,33.89718509857435,14.204725365436413,OPEN,HIGH PRESSURE
4015,42.8076052249594,24.032758283177095,10.079776787539576,CLOSE,LOW PRESSURE
4020,46.048036617439784,27.810722210716836,14.408839639624802,HOLD,NORMAL
4025,56.36400909101936,29.645013810937385,8.61082270669084,HOLD,NORMAL
4030,46.10004490819033,29.999262243142123,11.561478011370566,HOLD,NORMAL
4035,67.74075176001632,28.745206505029977,13.912472315896622,OPEN,HIGH PRESSURE
4040,43.44729175853923,28.261455449483318,15.18784103596826,HOLD,NORMAL
4045,55.24376205664022,28.89894049889112,11.09711667879679,HOLD,NORMAL
4050,48.935498200306725,27.519994829366784,10.904255842907512,HOLD,NORMAL
4055,46.07176933587258,29.302380111073514,8.142400955933834,HOLD,NORMAL
4060,31.70834113737279,25.774968394984672,11.382276138686318,CLOSE,LOW PRESSURE
4065,48.10407142779299,26.49138859143167,14.122146866533054,HOLD,NORMAL
4070,46.10054176074733,25.30928545140691,10.72961261252058,HOLD,NORMAL
4075,46.723985282442605,27.570545959380425,12.998843281699804,HOLD,NORMAL
4080,71.06531524915734,30.364317979065014,12.799186530050573,OPEN,HIGH PRESSURE
4085,54.67101118188029,26.148092078712473,10.856407093291171,HOLD,NORMAL
4090,59.6880675772013,29.8874802275918,14.234868526482902,OPEN,HIGH PRESSURE
4095,68.13442920795626,31.557563625796387,14.53545177661006,OPEN,HIGH PRESSURE
4100,63.393146236664826,29.156387496925124,12.05179865679399,OPEN,HIGH PRESSURE
4105,63.614310386983185,28.407322014254262,15.77343975824402,OPEN,HIGH PRESSURE
4110,66.82002922084267,30.22442192778078,16.068796283474093,OPEN,HIGH PRESSURE
4115,37.172886763799276,28.539283872465568,9.701007133388075,CLOSE,LOW PRESSURE
4120,34.44068902843021,26.657246302585584,8.140913347517726,CLOSE,LOW PRESSURE
4125,60.726198196228786,32.83674222964878,10.142001326261113,OPEN,HIGH PRESSURE
4130,69.44790003214347,31.492912801243612,14.834476623822788,OPEN,HIGH PRESSURE
4135,39.34664596663829,26.178828677223333,9.405950213095558,CLOSE,LOW PRESSURE
4140,36.02607887130552,23.025548074511708,11.538481131182623,CLOSE,LOW PRESSURE
4145,63.18964352019504,31.30426480336373,13.107053400483409,OPEN,HIGH PRESSURE
4150,36.45011393676027,26.98443704933029,13.878521100225061,CLOSE,LOW PRESSURE
4155,69.62933678321698,28.065434473355246,12.987890081223059,OPEN,HIGH PRESSURE
4160,40.45815163567352,27.437736388653146,12.508829571225519,HOLD,NORMAL
4165,61.6466379906634,32.63589745914921,13.479528883633893,OPEN,HIGH PRESSURE
4170,44.392671941643556,27.69194412799165,8.990501293098742,HOLD,NORMAL
4175,39.85290131700543,27.252024020958892,14.035344085934277,HOLD,NORMAL
4180,42.68291100607492,26.266201974683906,12.634278862706864,HOLD,NORMAL
4185,40.691871767606244,28.072665769767422,11.711771053201097,HOLD,NORMAL
4190,38.42365709668019,26.883083778977515,9.261486086178087,CLOSE,LOW PRESSURE
4195,39.83625439431536,26.391258265062202,5.149183703104115,CLOSE,LOW PRESSURE
4200,37.71690140292203,24.02884897587215,8.998769546508349,CLOSE,LOW PRESSURE
4205,43.452080658477314,30.245101404832297,12.984500488373426,HOLD,NORMAL
4210,63.35816413402444,28.381053389189727,15.10439094691667,OPEN,HIGH PRESSURE
4215,43.97245511889129,27.911499632337048,11.912691363052433,HOLD,NORMAL
4220,33.78857567202849,25.35035594956477,11.861665996745872,CLOSE,LOW PRESSURE
4225,29.669914561617077,24.038375050144538,10.94659708849842,CLOSE,LOW PRESSURE
4230,71.18490781907973,29.862183925186162,18.275505163939854,OPEN,HIGH PRESSURE
4235,34.99830101856551,31.548620744379868,9.019922994733387,CLOSE,LOW PRESSURE
4240,46.13688584148596,28.955142762191812,9.976692046232003,HOLD,NORMAL
4245,62.44454938077344,30.664846125708685,11.576049940752279,OPEN,HIGH PRESSURE
4250,31.948421522460528,25.58880446903154,10.388263955961524,CLOSE,LOW PRESSURE
4255,32.284859653143315,23.17777811669874,8.815089158570197,CLOSE,LOW PRESSURE
4260,51.43961519580603,26.57913147509077,10.229457433555645,HOLD,NORMAL
4265,48.45504837459196,30.064235242320727,14.845821032356126,HOLD,NORMAL
4270,38.29964470827927,24.68443187836702,11.781282170116693,CLOSE,LOW PRESSURE
4275,68.21493475547685,29.49899873042319,11.250407756278362,OPEN,HIGH PRESSURE
4280,57.25048565223722,28.297682457454076,14.6041973698632,HOLD,NORMAL
4285,33.17130801435698,26.05214149659128,9.05373695669768,CLOSE,LOW PRESSURE
4290,43.67229549567011,28.32696741839733,9.863306445332974,HOLD,NORMAL
4295,67.35250889488543,29.021311539763712,16.148862467702173,OPEN,HIGH PRESSURE
4300,65.1072769799813,29.7856104522895,14.465704530061993,OPEN,HIGH PRESSURE
4305,67.77835841391354,29.05105289680289,13.938761465228955,OPEN,HIGH PRESSURE
4310,66.66462790904696,29.085654827635818,14.35473508218372,OPEN,HIGH PRESSURE
4315,48.85047770723915,30.25758417571241,11.755539433628346,HOLD,NORMAL
4320,43.02399557866385,23.736229499004807,12.958776712970666,HOLD,NORMAL
4325,65.96579446003032,29.006798693023047,12.840362132816214,OPEN,HIGH PRESSURE
4330,35.83811887529241,28.095552293143463,11.034776925479553,CLOSE,LOW PRESSURE
4335,61.10073338629035,29.165292565257776,13.317675454309741,OPEN,HIGH PRESSURE
4340,31.40782502902011,24.341253564545976,12.66378997857792,CLOSE,LOW PRESSURE
4345,43.3065959858753,27.988653601718042,10.687031070492923,HOLD,NORMAL
4350,54.82348062981553,28.868766584127624,13.777912472463996,HOLD,NORMAL
4355,46.76040039943291,26.60077443719464,13.247648699067343,HOLD,NORMAL
4360,62.6915975960308,28.535169428247105,17.502693262294077,OPEN,HIGH PRESSURE
4365,33.63169803185567,29.65344250382647,10.109747854697591,CLOSE,LOW PRESSURE
4370,64.43797223931067,32.37321800177516,11.287461773498285,OPEN,HIGH PRESSURE
4375,64.68046764266204,27.6603396824405,10.538924447939445,OPEN,HIGH PRESSURE
4380,61.84196457736686,28.561580594172842,14.94340435156109,OPEN,HIGH PRESSURE
4385,44.22388635008759,27.00242884561593,13.384687463592966,HOLD,NORMAL
4390,59.04985603284456,29.291324918430785,11.976927509089942,HOLD,NORMAL
4395,38.535238062071066,25.61521574344443,8.204087570525523,CLOSE,LOW PRESSURE
4400,65.24586767765041,28.504114237056207,14.644311971673579,OPEN,HIGH PRESSURE
4405,57.755760576833644,26.881722311787986,11.940700224494709,HOLD,NORMAL
4410,66.24812499887221,27.870950597142738,18.86297145339841,OPEN,HIGH PRESSURE
4415,41.93494924636787,29.04395170630623,10.183506014289335,HOLD,NORMAL
4420,52.19155699852679,28.172587287976032,11.814657822385076,HOLD,NORMAL
4425,31.816629570925375,28.750358340613975,11.9423549475302,CLOSE,LOW PRESSURE
4430,56.28008149605376,26.96906295365909,13.709586247733862,HOLD,NORMAL
4435,33.51138265920344,25.241108906039116,11.249495146054704,CLOSE,LOW PRESSURE
4440,35.50757087181491,26.71209865433322,8.874097063975338,CLOSE,LOW PRESSURE
4445,40.24811065143896,25.36072993491189,9.825808048552261,CLOSE,LOW PRESSURE
4450,34.06164688547526,29.051265690511983,13.044463148916948,CLOSE,LOW PRESSURE
4455,64.64439709101413,28.691169627577764,12.3454382226633,OPEN,HIGH PRESSURE
4460,33.80145994300209,28.55133631416644,10.639686968640106,CLOSE,LOW PRESSURE
4465,67.37040920585058,29.536441798051616,15.09057796151738,OPEN,HIGH PRESSURE
4470,33.36742673627286,22.66875948855147,9.585942325882604,CLOSE,LOW PRESSURE
4475,32.714882090865515,29.10411294380829,11.004953146755453,CLOSE,LOW PRESSURE
4480,68.61095643936281,29.355126253176966,14.688867109144544,OPEN,HIGH PRESSURE
4485,35.03994928322754,24.17867752592411,11.101039938724332,CLOSE,LOW PRESSURE
4490,28.297628038136235,27.49137030274395,7.670873095515699,CLOSE,LOW PRESSURE
4495,42.39975074873037,31.18641745679912,13.563785663520285,HOLD,NORMAL
4500,34.45083872705987,27.13973820918523,6.291925413339523,CLOSE,LOW PRESSURE
4505,50.733849303621525,30.006499091384313,10.692653250171324,HOLD,NORMAL
4510,60.442458998244106,28.494441775494803,14.494685623814425,HOLD,NORMAL
4515,60.64833962708742,30.725690949639525,15.640344147352705,OPEN,HIGH PRESSURE
4520,33.85075768791538,25.44119636029521,8.895843555520486,CLOSE,LOW PRESSURE
4525,55.62411558120537,30.007280261096938,14.317054012274426,HOLD,NORMAL
4530,63.50656839629183,30.018582932646762,12.458152997706478,OPEN,HIGH PRESSURE
4535,36.5613059351639,27.163973577837034,11.001177207166608,CLOSE,LOW PRESSURE
4540,35.146211628045364,23.285350612709955,11.332756979389577,CLOSE,LOW PRESSURE
4545,65.40876624990521,30.740768168092092,10.334710506105278,OPEN,HIGH PRESSURE
4550,66.0227523091614,31.83686809209567,14.054180233233716,OPEN,HIGH PRESSURE
4555,59.677797607879896,30.812879899304537,12.205731832250006,HOLD,NORMAL
4560,34.64026797276417,27.036411728320864,10.442419303319321,CLOSE,LOW PRESSURE
4565,36.95815951804741,27.780877065788577,9.713463411065513,CLOSE,LOW PRESSURE
4570,32.54924978465607,26.837083993351083,6.899271587027767,CLOSE,LOW PRESSURE
4575,67.20190086016953,29.719980446201916,16.626456226850166,OPEN,HIGH PRESSURE
4580,68.91679842527267,27.280610343656143,14.784963434738065,OPEN,HIGH PRESSURE
4585,53.643904561619486,26.519991058761953,13.598819805528443,HOLD,NORMAL
4590,41.43512392152782,25.35166909045242,11.150433662268584,HOLD,NORMAL
4595,65.23284371021144,29.152235373244388,13.217089095456984,OPEN,HIGH PRESSURE
4600,34.355136414126136,28.12621513109729,11.748139111769584,CLOSE,LOW PRESSURE
4605,68.26990876879393,29.216440611073057,15.375446237433126,OPEN,HIGH PRESSURE
4610,36.976808145181074,25.629972744374676,7.921426643401885,CLOSE,LOW PRESSURE
4615,46.826427210754034,28.357579511601628,13.292414897587907,HOLD,NORMAL
4620,49.2090800327573,28.20461613106756,14.199463692881388,HOLD,NORMAL
4625,68.5296199454538,31.263104197051256,13.091903191335485,OPEN,HIGH PRESSURE
4630,32.6448760279218,27.458620420488366,12.037422100291096,CLOSE,LOW PRESSURE
4635,34.40991919430106,28.000424388354364,9.821934936260147,CLOSE,LOW PRESSURE
4640,57.36050376930743,29.906506284608316,9.748816463823452,HOLD,NORMAL
4645,56.39612139097737,29.528668143579846,9.499837796488642,HOLD,NORMAL
4650,44.627798009087904,30.29568988086661,12.84998245953347,HOLD,NORMAL
4655,46.94947899403925,27.978845854089197,13.974930806833086,HOLD,NORMAL
4660,35.34080485661623,24.93892528410363,12.038440156760126,CLOSE,LOW PRESSURE
4665,56.35825122521807,27.531383692201043,12.912387501492304,HOLD,NORMAL
4670,49.70616617326777,25.539220793636538,14.452005908752668,HOLD,NORMAL
4675,72.22881300489625,32.87789805388563,11.74815932330895,OPEN,HIGH PRESSURE
4680,66.61980007670364,29.618120884453816,11.64573249914896,OPEN,HIGH PRESSURE
4685,67.7491323003757,29.779355454984316,11.42260188976658,OPEN,HIGH PRESSURE
4690,70.65025650936126,27.939750235798307,11.98110728926478,OPEN,HIGH PRESSURE
4695,30.814529255748894,26.282496178853233,10.366649125944676,CLOSE,LOW PRESSURE
4700,56.76303439539677,25.70622933824893,9.581251437889673,HOLD,NORMAL
4705,40.29166663547944,28.25272108340224,12.162210171752196,HOLD,NORMAL
4710,45.99284639258822,28.71219069570026,13.091158191911019,HOLD,NORMAL
4715,64.2306122643352,31.21701737392931,13.865547811724923,OPEN,HIGH PRESSURE
4720,35.73223064504909,24.668865815864642,9.746277839569785,CLOSE,LOW PRESSURE
4725,64.03213418166776,25.39913447218276,15.502404134782624,OPEN,HIGH PRESSURE
4730,73.23142404050259,30.578914992084695,15.617273644382259,OPEN,HIGH PRESSURE
4735,42.18828769746158,28.952325521592694,10.947966469010277,HOLD,NORMAL
4740,38.46529155684907,26.604990121732648,14.719558924572986,CLOSE,LOW PRESSURE
4745,34.66019560202483,26.678192692775077,8.751834108604628,CLOSE,LOW PRESSURE
4750,65.43154653354891,30.98625526451484,16.86189382874449,OPEN,HIGH PRESSURE
4755,64.73618083958874,31.332045798255997,15.98811781941733,OPEN,HIGH PRESSURE
4760,40.003329651309066,27.86038893241071,12.637882094702285,HOLD,NORMAL
4765,62.679395671690834,32.176798652363914,14.09756673245704,OPEN,HIGH PRESSURE
4770,54.36461425552686,30.72971027955082,12.768090331246144,HOLD,NORMAL
4775,37.9660759836234,26.15694564145398,7.679363676340836,CLOSE,LOW PRESSURE
4780,56.83672272429165,26.218313178178697,9.590780963714725,HOLD,NORMAL
4785,30.602448202695662,27.632415193818513,9.293939198630706,CLOSE,LOW PRESSURE
4790,68.2935050367112,29.985480676510125,16.447759492112173,OPEN,HIGH PRESSURE
4795,60.32402832947467,29.090141098621814,17.07366029246716,OPEN,HIGH PRESSURE
4800,37.331097428325556,29.585703354316717,10.593248579687984,CLOSE,LOW PRESSURE
4805,40.3405433196147,25.86377981404857,11.342928787084128,HOLD,NORMAL
4810,55.61469278200869,30.310847578174755,14.2677755744756,HOLD,NORMAL
4815,48.5172840586601,27.85609968494411,13.71592757221396,HOLD,NORMAL
4820,34.82843195606247,26.381764928735244,7.989787847906286,CLOSE,LOW PRESSURE
4825,66.60047695876435,30.01914476641388,15.12326389195836,OPEN,HIGH PRESSURE
4830,64.72635878169677,28.662779594545157,14.205694920125085,OPEN,HIGH PRESSURE
4835,64.76868985976088,27.521399210617496,19.50563128378044,OPEN,HIGH PRESSURE
4840,48.53666318012693,27.591722506488825,11.099542781441121,HOLD,NORMAL
4845,63.21249253288814,30.162702900831643,15.93438779569591,OPEN,HIGH PRESSURE
4850,67.0378065971637,29.255985414413047,14.595892004969027,OPEN,HIGH PRESSURE
4855,41.60951196977081,26.812459406906708,14.24714058680686,CLOSE,LOW PRESSURE
4860,65.50525920550915,31.16170103762027,13.197895934806938,OPEN,HIGH PRESSURE
4865,64.2144838465458,27.901806000274618,12.097856830947176,OPEN,HIGH PRESSURE
4870,36.40709639604825,26.129199105817893,11.021268105116292,CLOSE,LOW PRESSURE
4875,45.65505804232042,27.266866735471652,11.519019499526815,HOLD,NORMAL
4880,55.3341323274432,25.06391264635062,10.321071596139623,HOLD,NORMAL
4885,53.08440766715684,27.91782716407622,11.225020194801878,HOLD,NORMAL
4890,51.14061189795754,26.902729775558242,12.724664908492173,HOLD,NORMAL
4895,62.31914713915785,30.593234829688182,11.04320010252622,OPEN,HIGH PRESSURE
4900,68.05262728878783,30.198108093220036,9.103747287946177,OPEN,HIGH PRESSURE
4905,29.412951963989137,27.412839998341248,9.312256852082763,CLOSE,LOW PRESSURE
4910,59.77435178084277,27.320746666883952,10.465954178342374,HOLD,NORMAL
4915,32.12213216237084,30.074068631029697,8.764717705106085,CLOSE,LOW PRESSURE
4920,65.31967987519114,29.255608344118382,14.6446001440517,OPEN,HIGH PRESSURE
4925,63.92097385427393,28.713171143609756,15.410389082089461,OPEN,HIGH PRESSURE
4930,67.71587186528069,29.16378512123654,16.705217986036075,OPEN,HIGH PRESSURE
4935,41.41029499274992,27.475717251972505,9.528455558848213,CLOSE,LOW PRESSURE
4940,67.18320938934097,28.36438135701424,12.746607094338508,OPEN,HIGH PRESSURE
4945,32.9403042244627,27.490362960173865,13.032940815511456,CLOSE,LOW PRESSURE
4950,56.514821268277224,30.1156928093594,10.915371774791884,HOLD,NORMAL
4955,64.92297913559574,29.137369539331875,12.619946022002534,OPEN,HIGH PRESSURE
4960,60.14082631180267,32.19935432736704,14.631864022178224,OPEN,HIGH PRESSURE
4965,61.40644464117284,29.706678300439048,12.39314604131019,OPEN,HIGH PRESSURE
4970,38.821803134416456,27.797468636482222,11.225288472173608,CLOSE,LOW PRESSURE
4975,68.67284934365064,27.426855250314425,12.1648111771201,OPEN,HIGH PRESSURE
4980,67.61808310805628,28.371441018400084,13.265306013835948,OPEN,HIGH PRESSURE
4985,28.119369297653968,26.609504023522604,12.743208807138453,CLOSE,LOW PRESSURE
4990,63.491634698280336,30.29352095895643,13.939811216516302,OPEN,HIGH PRESSURE
4995,33.61628279799921,29.215915781951878,9.412908626833605,CLOSE,LOW PRESSURE
5000,57.89799457226395,26.603386537472822,10.539815253513593,HOLD,NORMAL
5005,36.97114728031071,26.10494875630195,11.873179939273127,CLOSE,LOW PRESSURE
5010,43.00782430477022,27.943353156041177,11.076834261169056,HOLD,NORMAL
5015,59.314078103961776,33.68190670885531,15.469894283384349,OPEN,HIGH PRESSURE
5020,56.707814311188095,29.501164442328747,13.699642106586323,HOLD,NORMAL
5025,62.733659483581164,30.271966212386616,12.703079910909977,OPEN,HIGH PRESSURE
5030,43.167112126406906,28.395702310615423,11.754814585656002,HOLD,NORMAL
